,Id,Title,ISBN,Author,publication_year,publisher,language_code,description,reviews_count,ratings_count,original_publication_year,num_pages,format,series_work,similar_books,shelves,SmallImgURL,ImgURL
0,16171669,Durbar,9350094444,Tavleen Singh,2012,Hachette,eng,"<b>A revealing account of our political past that holds crucial lessons for today's India</b><br /><br />In the summer of 1975 Tavleen Singh, not yet twenty-five, started working as a junior reporter in the Statesman in New Delhi. Within five weeks, Prime Minister Indira Gandhi declared the Emergency, suspending fundamental rights and imposing press censorship, and soon reckless policies said to be authored by the prime minister's younger son were unleashed on India's citizens. As the country suffered under the iron fist of an elected icon and her chosen heir, Tavleen observed that a small, influential section of Delhi's society people she knew well remained strangely unaffected by the perilous state of the nation. Before long, members of this circle were entrenched in key positions in the Indian government. <br /><br />In 1984, following Indira Gandhi's assassination, Rajiv Gandhi became prime minister, fortified by a huge mandate from a nation desperate for change. But, belying its hopes, the young leader chose for himself a group of advisors, friends and acolytes from the drawing rooms of Delhi, as inexperienced as him and just as unaware of the ground realities of a complex nation. It was the beginning of a political culture of favouritism and ineptitude that would take hold at the highest levels of government, stunting India's ambitions and frustrating its people well into the next century. <br /><br />Seasoned reporter and distinguished newspaper columnist Tavleen Singh's Durbar is a sharp account of these turbulent years. Describing the Nehruvian era of her childhood, the Emergency of her youth and the political shifts that followed, Tavleen writes of the birth and evolution of insurgencies in Punjab and Kashmir, the blood spilt in assassinations and massacres, of crises internal and external and the clumsy attempts to set things right. A remarkable memoir, vivid with the colour of election campaigns and society dinners, low conspiracies and high corruption, Durbar rewards us with this truth: that if India is to achieve a better future the past can no longer be ignored or forgotten.",209,1798,2012,324,Hardcover,False,"The Accidental Prime Minister (The Making and Unmaking of Manmohan Singh);Our Moon Has Blood Clots: The Exodus of the Kashmiri Pandits;Amritsar: Mrs. Gandhi's Last Battle;Hello, Bastar - The Untold Story of India's Maoist Movement;The Emergency: A Personal History;रश्मिरथी;India’s Most Fearless: True Stories of Modern Military Heroes;Half - Lion: How P.V. Narasimha Rao Transformed India;Dongri To Dubai : Six Decades of The Mumbai Mafia;India After Gandhi: The History of the World's Largest Democracy;THE COALITION YEARS;Curfewed Night;Keepers of the Kalachakra;Son of Bhrigu (The Pataala Prophecy Book 1);The Mists of Brahma (The Pataala Prophecy - Book 2);Bihar Diaries;A Feast of Vultures: The Hidden Business of Democracy in India;The Siege: 68 Hours Inside The Taj Hotel",non-fiction politics india history indian-politics indian-authors favorites owned indian-author books-i-own,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1354982693l/16171669._SX50_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1354982693l/16171669._SX98_.jpg
0,400329,Linda Goodman's Sun Signs,0553278827,Linda Goodman,1984,Bantam,,"Find out what's really happening in your life and the lives of those around you. Is he really unstable beneath that placid exterior? Is she marrying you for your money alone? When should you give a wayward spouse the benefit of the doubt? How can you adjust your inner moods to your best advantage, knowing when to push and when to pull back, when to speak up and when to shut up? What is the best time to ask your boss for that raise, your girl for her heart and hand, your brother-in-law for a loan? Learn all this and much, much more from the world-famous astrologer who has helped millions divine their way to happiness, love, and profit by studying the sun signs. Amaze your friends and yourself with your insight into their most hidden characteristics. Be the best that you can possibly be with -- <i>Sun Signs</i>.",206,3512,1968,512,Paperback,False,The Secret Language of Birthdays: Personology Profiles for Each Day of the Year;The Only Astrology Book You'll Ever Need;The Twelve Houses: Introduction to the Houses in Astrological Interpretation;Astrology for the Soul;The Astrology Bible: The Definitive Guide to the Zodiac;The Secret Language of Relationships: Your Complete Personology Guide to Any Relationship with Anyone;Planets in Composite: Analyzing Human Relationships;The New Astrology: A Unique Synthesis Of The World's Two Great Astrological Systems: The Chinese & Western;Royal Air Force Officer Aircrew and Selection Centre Workbook (Oasc);Period Property Manual;Parker's Astrology: The Definitive Guide to Using Astrology in Every Aspect of Your Life (New Edition);The Essential Guide to Practical Astrology;Child's Book of Myths and Enchantment;कफ़न;Walking Meditation [With CD and DVD];Pmp Exam Prep: Rita's Course in a Book for Passing the Pmp Exam,astrology non-fiction favorites reference owned nonfiction spirituality self-help new-age default,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1320540348l/400329._SY75_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1320540348l/400329._SY160_.jpg
0,33917,The Namesake,0618485228,Jhumpa Lahiri,2004,Mariner Books,eng,"Jhumpa Lahiri's <i>Interpreter of Maladies</i> established this young writer as one the most brilliant of her generation. Her stories are one of the very few debut works -- and only a handful of collections -- to have won the Pulitzer Prize for fiction. Among the many other awards and honors it received were the New Yorker Debut of the Year award, the PEN/Hemingway Award, and the highest critical praise for its grace, acuity, and compassion in detailing lives transported from India to America.<br /><br />In <i>The Namesake</i>, Lahiri enriches the themes that made her collection an international bestseller: the immigrant experience, the clash of cultures, the conflicts of assimilation, and, most poignantly, the tangled ties between generations. Here again Lahiri displays her deft touch for the perfect detail — the fleeting moment, the turn of phrase — that opens whole worlds of emotion.<br /><br /><i>The Namesake</i> takes the Ganguli family from their tradition-bound life in Calcutta through their fraught transformation into Americans. On the heels of their arranged wedding, Ashoke and Ashima Ganguli settle together in Cambridge, Massachusetts. An engineer by training, Ashoke adapts far less warily than his wife, who resists all things American and pines for her family. When their son is born, the task of naming him betrays the vexed results of bringing old ways to the new world. Named for a Russian writer by his Indian parents in memory of a catastrophe years before, Gogol Ganguli knows only that he suffers the burden of his heritage as well as his odd, antic name. <br /><br />Lahiri brings great empathy to Gogol as he stumbles along the first-generation path, strewn with conflicting loyalties, comic detours, and wrenching love affairs. With penetrating insight, she reveals not only the defining power of the names and expectations bestowed upon us by our parents, but also the means by which we slowly, sometimes painfully, come to define ourselves.",11264,224196,2003,291,Paperback,False,"The Kite Runner;The God of Small Things;Life of Pi;The White Tiger;The Great Gatsby;The Poisonwood Bible;Family Matters;A Thousand Splendid Suns;The Inheritance of Loss;Train to Pakistan;One Flew Over the Cuckoo's Nest;A Fine Balance;The Palace of Illusions;To Kill a Mockingbird (To Kill a Mockingbird, #1);The Hungry Tide;Americanah;Dubliners;The Brief Wondrous Life of Oscar Wao",fiction favorites india book-club contemporary books-i-own owned contemporary-fiction literary-fiction novels,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1480106986l/33917._SY75_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1480106986l/33917._SX98_.jpg
0,1768603,The White Tiger,1416562591,Aravind Adiga,2008,Free Press,eng,"Introducing a major literary talent, The White Tiger offers a story of coruscating wit, blistering suspense, and questionable morality, told by the most volatile, captivating, and utterly inimitable narrator that this millennium has yet seen. <br /><br />Balram Halwai is a complicated man. Servant. Philosopher. Entrepreneur. Murderer. Over the course of seven nights, by the scattered light of a preposterous chandelier, Balram tells us the terrible and transfixing story of how he came to be a success in life—having nothing but his own wits to help him along. <br /><br />Born in the dark heart of India, Balram gets a break when he is hired as a driver for his village's wealthiest man, two house Pomeranians (Puddles and Cuddles), and the rich man's (very unlucky) son. From behind the wheel of their Honda City car, Balram's new world is a revelation. While his peers flip through the pages of Murder Weekly (""Love -- Rape -- Revenge!""), barter for girls, drink liquor (Thunderbolt), and perpetuate the Great Rooster Coop of Indian society, Balram watches his employers bribe foreign ministers for tax breaks, barter for girls, drink liquor (single-malt whiskey), and play their own role in the Rooster Coop. Balram learns how to siphon gas, deal with corrupt mechanics, and refill and resell Johnnie Walker Black Label bottles (all but one). He also finds a way out of the Coop that no one else inside it can perceive. <br /><br />Balram's eyes penetrate India as few outsiders can: the cockroaches and the call centers; the prostitutes and the worshippers; the ancient and Internet cultures; the water buffalo and, trapped in so many kinds of cages that escape is (almost) impossible, the white tiger. And with a charisma as undeniable as it is unexpected, Balram teaches us that religion doesn't create virtue, and money doesn't solve every problem -- but decency can still be found in a corrupt world, and you can get what you want out of life if you eavesdrop on the right conversations. <br /><br />The White Tiger recalls The Death of Vishnu and Bangkok 8 in ambition, scope, and narrative genius, with a mischief and personality all its own. Amoral, irreverent, deeply endearing, and utterly contemporary, this novel is an international publishing sensation —and a startling, provocative debut.",9650,148359,2008,320,Hardcover,False,"The God of Small Things;Train to Pakistan;The Inheritance of Loss;Five Point Someone: What Not to Do at IIT;The Immortals of Meluha (Shiva Trilogy, #1);2 States: The Story of My Marriage;The 3 Mistakes of My Life;The Secret of the Nagas (Shiva Trilogy #2);The Oath of the Vayuputras (Shiva Trilogy, #3);Malgudi Days;The Namesake;The Palace of Illusions;Shantaram;Midnight's Children;Sea of Poppies (Ibis Trilogy, #1);Revolution 2020: Love, Corruption, Ambition;Life of Pi;One Night at the Call Center",fiction india favorites book-club owned contemporary booker-prize indian books-i-own novels,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
0,10746542,The Sense of an Ending,0224094157,Julian Barnes,2011,Jonathan Cape,eng,"By an acclaimed writer at the height of his powers, The Sense of an Ending extends a streak of extraordinary books that began with the best-selling Arthur &amp; George and continued with Nothing to Be Frightened Of and, most recently, Pulse. <br /> <br />This intense novel follows a middle-aged man as he contends with a past he has never much thought about - until his closest childhood friends return with a vengeance, one of them from the grave, another maddeningly present. Tony Webster thought he'd left all this behind as he built a life for himself, and by now his marriage and family and career have fallen into an amicable divorce and retirement. But he is then presented with a mysterious legacy that obliges him to reconsider a variety of things he thought he'd understood all along, and to revise his estimation of his own nature and place in the world. <br /><br />A novel so compelling that it begs to be read in a single sitting, with stunning psychological and emotional depth and sophistication, The Sense of an Ending is a brilliant new chapter in Julian Barnes's oeuvre.",15356,139880,2011,150,Hardcover,False,Todos nós adorávamos caubóis;Autobiografia;The Dream of Heroes;The Speed of Light;Disgrace;Amsterdam;The Post-Office Girl;Primavera con una esquina rota;Normal People;On Chesil Beach;The Sea;The Remains of the Day;Jude the Obscure;Milkman;The Hand and the Glove;The Finkler Question;A mão e a Luva,fiction favorites book-club contemporary literary-fiction owned contemporary-fiction booker-prize literature british,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1311704453l/10746542._SY75_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1311704453l/10746542._SX98_.jpg
0,71189,The Collected Short Stories of Saki,1853260711,Saki,1993,Wordsworth Editions Ltd,eng,"<i>An alternate cover for this isbn can be found <a href=""https://www.goodreads.com/book/show/5984762.here"" title=""here"" rel=""nofollow"">here</a>.</i><br /><br /><i>'All decent people live beyond their incomes nowadays, and those who aren't respectable live beyond other peoples'</i><br /><br />Saki (H.H. Munro) stands alongside Anton Chekhov and O Henry as a master of the short story. His extraordinary stories are a mixture of humorous satire, irony and the macabre, in which the stupidities and hypocrisy of conventional society are viciously pilloried. This collection includes <i>Sredni Vastar</i> and <i>The Unrest Cure.</i><br /><br /><i> 'We all know that Prime Ministers are wedded to the truth, but like other married couples they sometimes live apart'</i><br /><br />[Description from back cover]",122,2352,1930,512,Paperback,False,"Babbitt;De laatste laddersport;The World of Jeeves (Jeeves, #2-4);Oneness;Seer of Sevenwaters (Sevenwaters, #5);Heir to Sevenwaters (Sevenwaters, #4);Umney's Last Case;The Audition (Seraphina, #0.5);The Red Fairy Book;The Boy from Lam Kien;Without Lying Down: Screenwriter Frances Marion and the Powerful Women of Early Hollywood;Nobody's Girl Friday: The Women Who Ran Hollywood;Come Closer and Listen: New Poems;No Paradiso;Powers, Vol. 4: Supergroup;Being Various: New Irish Short Stories;The Girls from the Horror Movie;Black Bark",short-stories fiction classics owned humour favorites humor literature classic short-story,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1414348146l/71189._SY75_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1414348146l/71189._SX98_.jpg
0,9777,The God of Small Things,0679457313,Arundhati Roy,1997,Random House,eng,"Compared favorably to the works of Faulkner and Dickens, Arundhati Roy’s debut novel is a modern classic that has been read and loved worldwide. Equal parts powerful family saga, forbidden love story, and piercing political drama, it is the story of an affluent Indian family forever changed by one fateful day in 1969. The seven-year-old twins Estha and Rahel see their world shaken irrevokably by the arrival of their beautiful young cousin, Sophie. It is an event that will lead to an illicit liaison and tragedies accidental and intentional, exposing “big things [that] lurk unsaid” in a country drifting dangerously toward unrest. Lush, lyrical, and unnerving, The God of Small Things is an award-winning landmark that started for its author an esteemed career of fiction and political commentary that continues unabated.",12455,225282,1997,340,Hardcover,False,"The White Tiger;Midnight's Children;The Inheritance of Loss;The Namesake;Interpreter of Maladies;A Fine Balance;The Palace of Illusions;Train to Pakistan;A Thousand Splendid Suns;A Suitable Boy (A Suitable Boy, #1);Half of a Yellow Sun;Disgrace;The Hungry Tide;Beloved;White Teeth;Americanah;The English Patient;The Lowland",fiction favorites india owned books-i-own historical-fiction contemporary favourites book-club novels,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1436217001l/9777._SY75_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1436217001l/9777._SX98_.jpg
0,73968,"Love Story (Love Story, #1)",0380017601,Erich Segal,2012,Avon,eng,"Oliver Barrett IV, a wealthy jock from a stuffy WASP family on his way to a Harvard degree and a career in law . . . Jenny Cavilleri, a sharp-tongued, working-class beauty studying music at Radcliffe . . .<br /><br />Opposites in nearly every way, Oliver and Jenny are kindred spirits from vastly different worlds. Falling deeply and powerfully, their attraction to one another defies everything they have ever believed—as they share a passion far greater than anything they dreamed possible . . . and explore the wonder of a love that must end too soon.<br /><br />One of the most adored novels of our time, this is the book that defined a generation—a story of uncompromising devotion, of life as it really is . . . and love that changes everything.",2635,50472,1970,224,Paperback,True,"Five Point Someone: What Not to Do at IIT;2 States: The Story of My Marriage;One Night at the Call Center;I Too Had a Love Story;Anything for You, Ma'am: An IITian's Love Story;The 3 Mistakes of My Life;The Immortals of Meluha (Shiva Trilogy, #1);The Palace of Illusions;Kane and Abel (Kane and Abel, #1);The Death Of Karen Silkwood;Chaudhah Phere;Train to Pakistan;Revolution 2020: Love, Corruption, Ambition;Mrs Funnybones;Love Story;The Secret of the Nagas (Shiva Trilogy #2);Can Love Happen Twice?;The Bridges of Madison County",romance fiction favorites classics rory-gilmore-reading-challenge books-i-own owned chick-lit contemporary rory-gilmore-challenge,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
0,6375312,"Don't Lose Your Mind, Lose Your Weight",8184000669,Rujuta Diwekar,2009,Random House Books,eng,,316,4682,2009,279,Paperback,False,"Let's Talk Money;Mrs Funnybones;The Great Indian Diet: Busting the big FAT MYTH;Life's Amazing Secrets: How to Find Balance and Purpose in Your Life;The Legend of Lakshmi Prasad;Five Point Someone: What Not to Do at IIT;2 States: The Story of My Marriage;Many Lives, Many Masters by Brian L. Weiss Lesson Plans;Indian Super Foods;The Monk Who Sold His Ferrari: A Fable About Fulfilling Your Dreams and Reaching Your Destiny;Who Will Cry When You Die? Life Lessons from the Monk Who Sold His Ferrari;The Girl in Room 105;Raavan: Enemy of Aryavarta (Ram Chandra #3);Word Power Made Easy;The Power of Your Subconscious Mind;Why I Assassinated Mahatma Gandhi;The Immortals of Meluha (Shiva Trilogy, #1);Inner Engineering: A Yogi's Guide to Joy",health non-fiction self-help fitness owned default favorites food my-library books-i-own,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
0,16788,Fragile Things: Short Fictions and Wonders,0060515228,Neil Gaiman,2006,William Morrow,eng,"This is a stunning collection of short stories by acclaimed fantasy writer Neil Gaiman. His distinctive genius has been championed by writers as diverse as Norman Mailer and Stephen King. With <i>The Sandman</i> Neil Gaiman created one of the most sophisticated, intelligent, and influential graphic novel series of our time. Now after the recent success of his latest novel <i>Anansi Boys</i>, Gaiman has produced <i>Fragile Things</i>, his second collection of short fiction. These stories will dazzle your senses, haunt your imagination, and move you to the very depths of your soul. This extraordinary compilation reveals one of the world's most gifted storytellers at the height of his powers.",3700,54956,2006,360,Hardcover,True,"Neil Gaiman's Neverwhere;Good Omens: The Nice and Accurate Prophecies of Agnes Nutter, Witch;Gifts For the One Who Comes After;Closing Time mammoth tales;Shade;Ladies of the Field: Early Women Archaeologists and Their Search for Adventure;Amber Hollow;Bill Bryson's Appliance of Science;Moral Laboratories: Family Peril and the Struggle for a Good Life;Medicine Unbundled: Dispatches from the Indigenous Frontlines;Life Beside Itself: Imagining Care in the Canadian Arctic;The Resonance of Unseen Things: Poetics, Power, Captivity, and UFOs in the American Uncanny;Survivor Song;Captain Ginger #1;Heidegger Urgente;Skein Island;Dead of Winter",fantasy short-stories fiction favorites owned horror neil-gaiman books-i-own science-fiction anthology,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
0,968,"The Da Vinci Code (Robert Langdon, #2)",0307277674,Dan Brown,2006,Anchor,eng,"<b>An ingenious code hidden in the works of Leonardo da Vinci.<br /><br />A desperate race through the cathedrals and castles of Europe.<br /><br />An astonishing truth concealed for centuries . . . unveiled at last.</b><br /><br />While in Paris, Harvard symbologist Robert Langdon is awakened by a phone call in the dead of the night. The elderly curator of the Louvre has been murdered inside the museum, his body covered in baffling symbols. As Langdon and gifted French cryptologist Sophie Neveu sort through the bizarre riddles, they are stunned to discover a trail of clues hidden in the works of Leonardo da Vinci—clues visible for all to see and yet ingeniously disguised by the painter.<br /><br />Even more startling, the late curator was involved in the Priory of Sion—a secret society whose members included Sir Isaac Newton, Victor Hugo, and Da Vinci—and he guarded a breathtaking historical secret. Unless Langdon and Neveu can decipher the labyrinthine puzzle—while avoiding the faceless adversary who shadows their every move—the explosive, ancient truth will be lost forever.",45346,1804698,2003,489,Paperback,True,"The Girl Who Played with Fire (Millennium, #2);The Girl Who Kicked the Hornet's Nest (Millennium, #3);The Girl with the Dragon Tattoo (Millennium, #1);Harry Potter and the Prisoner of Azkaban (Harry Potter, #3);Harry Potter and the Chamber of Secrets (Harry Potter, #2);Harry Potter and the Goblet of Fire (Harry Potter, #4);Harry Potter and the Order of the Phoenix (Harry Potter, #5);Harry Potter and the Half-Blood Prince (Harry Potter, #6);Catching Fire (The Hunger Games, #2);The Alchemist;Mockingjay (The Hunger Games, #3);The Kite Runner;The Hobbit, or There and Back Again;The Girl on the Train;Life of Pi;Gone Girl;Harry Potter and the Sorcerer's Stone (Harry Potter, #1);Memoirs of a Geisha",fiction mystery favorites thriller owned books-i-own dan-brown suspense historical-fiction mystery-thriller,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1579621267l/968._SY75_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1579621267l/968._SX98_.jpg
0,2755923,Lunatic In My Head,8189884050,Anjum Hasan,2007,Penguin Books India,eng,"The 1990s. It’s raining in Shillong. Eight-year-old Sophie Das has just realized she is adopted, but there is also the baby kicking inside her mother’s stomach whom she is dying to meet. IAS aspirant Aman Moondy is planning a first-of-its-kind Happening and praying the lovely Concordella will come. College lecturer Firdaus Ansari is going to finish her thesis, have a hard talk with her boyfriend, and then get out.<br /><br />Poetic, funny, tender and reflective, Lunatic in My Head is a moving portrait of a small town. And of three people joined to each other in an intricate web, determined to break out of their small-town destinies.",25,202,2007,344,Paperback,False,"The Lowland;Naked Economics: Undressing the Dismal Science;Jarhead : A Marine's Chronicle of the Gulf War and Other Battles;The Sands of Time;The Day After Tomorrow;Tata Log;Working with Emotional Intelligence;Didi: The Untold Mamata Banerjee;A Game Changer’s Memoir: Ex-SEBI Chief Recounts the Defining Moments of His Tenure;Who Will Cry When You Die? Life Lessons from the Monk Who Sold His Ferrari;Life is What You Make It: A Story of Love, Hope and How Determination Can Overcome Even Destiny;Milk Teeth;Gun Island;A Season In Hell;Code to Zero;Paper Money;The Guru of Love;Stalker (Peter Decker/Rina Lazarus, #12)",fiction favorites indian-fiction shelfari-favorites south-asian-fiction india drama indian fantasy tbr,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1333603045l/2755923._SY75_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1333603045l/2755923._SX98_.jpg
0,12405439,Malgudi Days,8185986177,R.K. Narayan,2011,Indian Though Publications,eng,"<b>Four gems, with new introductions, mark acclaimed Indian writer R. K. Narayan's centennial</b> <p>Introducing this collection of stories, R. K. Narayan describes how in India ""the writer has only to look out of the window to pick up a character and thereby a story."" Powerful, magical portraits of all kinds of people, and comprising stories written over almost forty years, <i>Malgudi Days</i> presents Narayan's imaginary city in full color, revealing the essence of India and of human experience.<br /><br />An astrologer's day --<br />The missing mail --<br />The doctor's word --<br />Gateman's gift --<br />The blind dog --<br />Fellow-feeling --<br />The tiger's claw --<br />Iswaran --<br />Such perfection --<br />Father's help --<br />The snake-song --<br />Engine trouble --<br />Forty-five a month --<br />Out of business --<br />Attila --<br />The axe --<br />Lawley Road --<br />Trail of the green blazer --<br />The martyr's corner --<br />Wife's holiday --<br />A shadow --<br />A willing slave --<br />Leela's friend --<br />Mother and son --<br />Naga --<br />Selvi --<br />Second opinion --<br />Cat within --<br />The edge --<br />God and the cobbler --<br />Hungry child --<br />Emden</p>",578,14802,1943,365,Paperback,False,"2 States: The Story of My Marriage;Wings of Fire: An Autobiography;The 3 Mistakes of My Life;One Night at the Call Center;Five Point Someone: What Not to Do at IIT;The Room on the Roof;The Immortals of Meluha (Shiva Trilogy, #1);The White Tiger;Revolution 2020: Love, Corruption, Ambition;Train to Pakistan;The Night Train at Deoli and Other Stories;Wise and Otherwise;The Secret of the Nagas (Shiva Trilogy #2);Unbreakable: an Autobiography;The Inscrutable Americans;Ignited Minds: Unleashing the Power Within India;The Palace of Illusions;The Oath of the Vayuputras (Shiva Trilogy, #3)",fiction india short-stories favorites classics indian owned indian-authors favourites indian-literature,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1313936956l/12405439._SY75_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1313936956l/12405439._SX98_.jpg
0,930,Memoirs of a Geisha,0739326228,Arthur Golden,2005,Random House Large Print Publishing,eng,"A literary sensation and runaway bestseller, this brilliant debut novel presents with seamless authenticity and exquisite lyricism the true confessions of one of Japan's most celebrated geisha.<br /><br />In <i>Memoirs of a Geisha</i>, we enter a world where appearances are paramount; where a girl's virginity is auctioned to the highest bidder; where women are trained to beguile the most powerful men; and where love is scorned as illusion. It is a unique and triumphant work of fiction - at once romantic, erotic, suspenseful - and completely unforgettable.",28610,1631569,1997,434,Hardcover,False,"The Help;The Kite Runner;The Lovely Bones;Water for Elephants;The Time Traveler's Wife;Life of Pi;The Girl with the Dragon Tattoo (Millennium, #1);Gone with the Wind;A Thousand Splendid Suns;Girl with a Pearl Earring;Angels & Demons (Robert Langdon, #1);To Kill a Mockingbird (To Kill a Mockingbird, #1);The Other Boleyn Girl (The Plantagenet and Tudor Novels, #9);The Book Thief;The Pillars of the Earth (Kingsbridge, #1);Gone Girl;The Girl on the Train;The Secret Life of Bees",fiction favorites historical-fiction romance historical books-i-own owned classics japan favourites,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
0,50365,"A Suitable Boy (A Suitable Boy, #1)",0060786523,Vikram Seth,2005,Harper Perennial Modern Classics,eng,"Vikram Seth's novel is, at its core, a love story: Lata and her mother, Mrs. Rupa Mehra, are both trying to find—through love or through exacting maternal appraisal—a suitable boy for Lata to marry. Set in the early 1950s, in an India newly independent and struggling through a time of crisis, <i>A Suitable Boy</i> takes us into the richly imagined world of four large extended families and spins a compulsively readable tale of their lives and loves. A sweeping panoramic portrait of a complex, multiethnic society in flux, <i>A Suitable Boy</i> remains the story of ordinary people caught up in a web of love and ambition, humor and sadness, prejudice and reconciliation, the most delicate social etiquette and the most appalling violence.",2075,39965,1993,1474,Paperback,True,"Family Matters;A Fine Balance;The Inheritance of Loss;Sea of Poppies (Ibis Trilogy, #1);The Glass Palace;Midnight's Children;The God of Small Things;The White Tiger;The Palace of Illusions;A Fine Balance: Drama;The Hungry Tide;Such a Long Journey;Swami and Friends;Maximum City: Bombay Lost and Found;Corelli's Mandolin;The Namesake;The Shadow Lines;In Custody",fiction india favorites historical-fiction 1001-books owned indian favourites 1001 classics,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1329421639l/50365._SY75_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1329421639l/50365._SX98_.jpg
0,29874514,"Anhedonia, Here I Come",,Colin Barrett,2016,newyorker.com,eng,"Original Fiction, Short Story:<br /><br />“Bobby had been writing and rewriting and refining and re-refining the manuscript of his début collection for more than eight years now.”<br /><br /><a target=""_blank"" href=""http://www.newyorker.com/magazine/2016/04/18/anhedonia-here-i-come-by-colin-barrett"" rel=""nofollow"">http://www.newyorker.com/magazine/201...</a>",6,39,2016,20,ebook,False,The Burglar;God’s Work;Fable;The Midnight Zone;Three Short Moments in a Long Life;My Purple Scented Novel;Upside-Down Cake;Waiting for the Miracle;The Coast of Leitrim;Two Men Arrive in a Village;The Bog Girl;Stuff;The Polish Rider,short-stories short-story short-fiction new-yorker fiction-for-fun shorts 3-stars ebooklibrary audio-books books-and-writers,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1460350263l/29874514._SX50_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1460350263l/29874514._SX98_.jpg
0,1693048,Timepass: The Memoirs Of Protima Bedi,0140288805,Protima Bedi,2010,,eng,,36,376,1999,366,Paperback,False,"Anusual: Memoir of a Girl Who Came Back from the Dead;Dupani;Be Careful What You Wish For (The Clifton Chronicles, #4);The Old Man and His God: Discovering the Spirit of India;Unlimited Memory: How to Use Advanced Learning Strategies to Learn Faster, Remember More and be More Productive (Mental Mastery Book 1);Khullam Khulla: Rishi Kapoor Uncensored;एक उलट एक सुलट (Ek Ulat Ek Sulat);मृत्युंजय;The Blue Umbrella;Seriously... I'm Kidding;Mrs Funnybones;My Days in the Underworld: Rise of the Bangalore Mafia;Not Without My Daughter;Poonachi: Or the Story of a Black Goat;An Unsuitable Boy;The 3 Mistakes of My Life;2 States: The Story of My Marriage;Chicken Soup for the Girl's Soul: Real Stories by Real Girls About Real Stuff (Chicken Soup for the Soul)",non-fiction india memoirs autobiography-biography best-of-female-authors autobiography-memoir read-non-fiction new-pb mybooks c3,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
