,Id,Title,ISBN,Author,publication_year,publisher,language_code,description,reviews_count,ratings_count,original_publication_year,num_pages,format,series_work,similar_books,shelves,SmallImgURL,ImgURL
0,186074,"The Name of the Wind (The Kingkiller Chronicle, #1)",075640407X,Patrick Rothfuss,2007,Penguin Group DAW,eng,"Told in Kvothe's own voice, this is the tale of the magically gifted young man who grows to be the most notorious wizard his world has ever seen. <br /><br />The intimate narrative of his childhood in a troupe of traveling players, his years spent as a near-feral orphan in a crime-ridden city, his daringly brazen yet successful bid to enter a legendary school of magic, and his life as a fugitive after the murder of a king form a gripping coming-of-age story unrivaled in recent literature. <br /><br />A high-action story written with a poet's hand, <i>The Name of the Wind</i> is a masterpiece that will transport readers into the body and mind of a wizard.",38736,649768,2007,662,Hardcover,True,"The Final Empire (Mistborn, #1);A Game of Thrones (A Song of Ice and Fire, #1);The Way of Kings (The Stormlight Archive, #1);The Fellowship of the Ring (The Lord of the Rings, #1);The Lies of Locke Lamora (Gentleman Bastard, #1);Eragon (The Inheritance Cycle, #1);The Eye of the World (The Wheel of Time, #1);The Hobbit, or There and Back Again;The Hero of Ages (Mistborn, #3);The Well of Ascension (Mistborn, #2);The Blade Itself (The First Law, #1);Elantris (Elantris, #1);Words of Radiance (The Stormlight Archive, #2);The Hobbit, Part One;Assassin's Apprentice (Farseer Trilogy, #1);Harry Potter and the Sorcerer's Stone (Harry Potter, #1);The Golden Compass (His Dark Materials, #1);Royal Assassin (Farseer Trilogy, #2)",fantasy favorites fiction owned books-i-own favourites series epic-fantasy high-fantasy magic,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1515589515l/186074._SX50_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1515589515l/186074._SX98_.jpg
0,17245,Dracula,0393970124,Bram Stoker,1986,Norton,eng,"<i>You can find an alternative cover edition for this ISBN <a href=""https://www.goodreads.com/book/show/33805355-dracula"" rel=""nofollow"">here</a> and <a href=""https://www.goodreads.com/book/show/34810834-dracula"" rel=""nofollow"">here</a>.</i><br /><br />A rich selection of background and source materials is provided in three areas: Contexts includes probable inspirations for Dracula in the earlier works of James Malcolm Rymer and Emily Gerard. Also included are a discussion of Stoker's working notes for the novel and ""Dracula's Guest,"" the original opening chapter to Dracula. Reviews and Reactions reprints five early reviews of the novel. ""Dramatic and Film Variations"" focuses on theater and film adaptations of Dracula, two indications of the novel's unwavering appeal. David J. Skal, Gregory A. Waller, and Nina Auerbach offer their varied perspectives. Checklists of both dramatic and film adaptations are included.<br /><br />Criticism collects seven theoretical interpretations of Dracula by Phyllis A. Roth, Carol A. Senf, Franco Moretti, Christopher Craft, Bram Dijkstra, Stephen D. Arata, and Talia Schaffer.<br /><br />A Chronology and a Selected Bibliography are included.",23113,865732,1897,488,Paperback,False,"The Shining (The Shining, #1);Frankenstein;It;The Fall of the House of Usher and Other Tales;Carrie;Interview with the Vampire (The Vampire Chronicles, #1);The Strange Case of Dr. Jekyll and Mr. Hyde;The Picture of Dorian Gray;The Strange Case of Dr. Jekyll and Mr. Hyde and Other Stories;The Exorcist;'Salem's Lot;Pet Sematary;Wuthering Heights;Misery;The Hobbit, or There and Back Again;1984;Romeo and Juliet;Carmilla",classics horror fiction favorites fantasy classic vampires owned books-i-own gothic,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1387151694l/17245._SY75_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1387151694l/17245._SY160_.jpg
0,210243,"Origin in Death (In Death, #21)",042520426X,J.D. Robb,2006,Berkley Books,eng,"A New York Times Bestselling AuthorAs scientists work to expand the limits of technology, Detective Eve Dallas tracks the cunning, cold-blooded killer of a father and son.A pioneer of modern reconstructive and cosmetic surgery, Dr. Wilfred B. Icove, is found dead in his office - murdered with one swift stab to the heart. Struck by the immaculate condition of the crime scene, Dallas suspects a professional killing. Security disks show a stunningly beautiful woman calmly entering and leaving the building - the good doctor's final appointment. Dallas knows Dr. Icove was hiding something and suspects that his son - and successor - knows what it is. Then, like father, like son, the young Dr. Icove is killed with the same deadly precision. Who is the mystery woman - and what was her relationship with the good doctors?Dallas follows her darkest instincts into the Icoves' pasts. What she discovers are men driven to create perfection - playing fast and loose with the laws of nature, the limits of science, and the morals of humanity.Nora Roberts is the #1 New York Times bestselling author of more than one hundred novels, including eighteen books in the #1 New York Times bestselling In Death series, written under the pen name J. D. Robb. She has been given the Romance Writers of America Lifetime Achievement Award and has been inducted into their Hall of Fame. Roberts' work has been optioned and made into films, excerpted in national magazines and translated in over twenty-five countries. Nora Roberts (a.k.a. J. D. Robb ) lives in Keedysville, Maryland.",780,22144,2005,347,Mass Market Paperback,True,"Hot Rocks;Under Currents;The Rise of Magicks (Chronicles of The One, #3);Murder & Marmalade (Sky High Pies Cozy Mysteries Book 35);Concealed in Death: by J. D. Robb -- Review;Chasing Fire;Of Blood and Bone (Chronicles of The One, #2);Sanctuary;The Vanishing (Fogg Lake #1);Blue Christmas (Lord & Lady Hetheridge, #6);The Pine Hill Inn (Ella Daniels Mystery #1);The Stone Flower Garden;Just Friends;Lady Osbaldestone’s Plum Puddings (Lady Osbaldestone's Christmas Chronicles, #3);A Bicicleta que Fugiu dos Alemães;Winter Heat: Man of the Month #1-3;The Witness;Festive in Death: by JD Robb | Summary & Analysis",mystery romance j-d-robb jd-robb in-death in-death-series crime fiction series romantic-suspense,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1410761398l/210243._SY75_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1410761398l/210243._SX98_.jpg
0,238126,"Immortal in Death (In Death, #3)",0749934085,J.D. Robb,2003,Piatkus,eng,"When Police Lieutenant Eve Dallas investigates the murder of a top model, she is putting her career on the line, because the prime suspect is her best friend. Eve's investigations lead her into the glamorous world of high fashion.",1700,42428,1996,345,Paperback,True,"Concealed in Death: by J. D. Robb -- Review;Honest Illusions;The Rise of Magicks (Chronicles of The One, #3);Under Currents;Suspicious: Partners / The Art of Deception / Night Moves;Flirting With Danger (Samantha Jellicoe, #1);The Witness;1st to Die (Women's Murder Club, #1);Of Blood and Bone (Chronicles of The One, #2);The Search;Festive in Death: by JD Robb | Summary & Analysis;Shelter in Place;Property of the Warlord (Warlords of Ceres #1);Hot Rocks;Born in Ice (Born In Trilogy, #2);Rising Tides (Chesapeake Bay Saga, #2);High Noon;A Kiss to Kill (Passion For Danger, #3)",mystery romance j-d-robb jd-robb crime romantic-suspense in-death-series fiction in-death series,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
0,428263,"Eclipse (Twilight, #3)",0316160202,Stephenie Meyer,2007,"Little, Brown and Company",eng,"As Seattle is ravaged by a string of mysterious killings and a malicious vampire continues her quest for revenge, Bella once again finds herself surrounded by danger. In the midst of it all, she is forced to choose between her love for Edward and her friendship with Jacob - knowing that her decision has the potential to ignite the ageless struggle between vampire and werewolf. With her graduation quickly approaching, Bella has one more decision to make: life or death. But which is which?",36207,1331046,2007,629,Hardcover,True,"Fifty Shades Darker (Fifty Shades, #2);Catching Fire (The Hunger Games, #2);Mockingjay (The Hunger Games, #3);Fifty Shades Freed (Fifty Shades, #3);Fifty Shades of Grey (Fifty Shades, #1);Insurgent (Divergent, #2);Harry Potter and the Prisoner of Azkaban (Harry Potter, #3);Harry Potter and the Half-Blood Prince (Harry Potter, #6);Allegiant (Divergent, #3);Harry Potter and the Order of the Phoenix (Harry Potter, #5);Harry Potter and the Chamber of Secrets (Harry Potter, #2);Harry Potter and the Goblet of Fire (Harry Potter, #4);City of Ashes (The Mortal Instruments, #2);The Notebook (The Notebook, #1);Twilight: The Complete Illustrated Movie Companion;The Hunger Games (The Hunger Games, #1);New Moon: The Complete Illustrated Movie Companion (The Twilight Saga: The Official Illustrated Movie Companion, #2);A Walk to Remember",young-adult fantasy romance favorites vampires ya fiction books-i-own paranormal series,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1361038355l/428263._SY75_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1361038355l/428263._SX98_.jpg
0,102857,"Born in Death (In Death, #23)",0425215687,J.D. Robb,2007,Berkley Books,eng,"Eve Dallas has a grisly double homicide to solve when two young lovers—both employees of the same prestigious accounting firm—are brutally killed on the same night. It doesn't leave Eve a lot of leftover time to put together a baby shower for her buddy Mavis, but that's supposedly what friends are for.<br /><br />Now Mavis needs another favor. Tandy Willowby, one of the moms-to-be in Mavis's birthing class, didn't show up for the shower. A recent emigrant from London, Tandy has few friends in New York, and no family—and she was really looking forward to the party. And when Eve enters Tandy's apartment and finds a gift for Mavis's shower wrapped and ready on the table—and a packed bag for the hospital still on the floor next to it—tingling runs up and down her spine.<br /><br />Normally, such a case would be turned over to Missing Persons. But Mavis wants no one else on the job but Eve—and Eve can't say no. She'll have to track Tandy down while simultaneously unearthing the deals and double-crosses hidden in the files of some of the city's richest and most secretive citizens, in a race against this particularly vicious killer. Luckily, her multimillionaire husband Roarke's expertise comes in handy with the number crunching. But as he mines the crucial data that will break the case wide open, Eve faces an all too real danger in the world of flesh and blood.",800,23643,2006,338,Mass Market Paperback,True,"Hot Rocks;The Quinns' Christmas (Chesapeake Bay Saga, #3.5);Concealed in Death: by J. D. Robb -- Review;Under Currents;The Vanishing (Fogg Lake #1);The Rise of Magicks (Chronicles of The One, #3);Dance Upon the Air (Three Sisters Island, #1);Jewels of the Sun (Gallaghers of Ardmore, #1);Born in Fire (Born In Trilogy, #1);The Witness;Helter Witchelter (Witch's Guide to Haunted Properties: Los Angeles: Mystery Book 3);Sea Swept (Chesapeake Bay Saga, #1);All I Want for Christmas is Wicked (Paranormal in Manhattan Mystery: A Cozy Mystery Book 21);O Menino da Lua;覆面系ノイズ 15;覆面系ノイズ 14 (Fukumenkei Noise #14);Anonymous Noise, Vol. 16;Anonymous Noise, Vol. 17",mystery jd-robb romance j-d-robb in-death in-death-series crime fiction romantic-suspense futuristic,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1298297096l/102857._SY75_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1298297096l/102857._SX98_.jpg
0,2767052,"The Hunger Games (The Hunger Games, #1)",0439023483,Suzanne Collins,2008,Scholastic Press,eng,"Could you survive on your own, in the wild, with everyone out to make sure you don't live to see the morning?<br /><br />In the ruins of a place once known as North America lies the nation of Panem, a shining Capitol surrounded by twelve outlying districts. The Capitol is harsh and cruel and keeps the districts in line by forcing them all to send one boy and one girl between the ages of twelve and eighteen to participate in the annual Hunger Games, a fight to the death on live TV. Sixteen-year-old Katniss Everdeen, who lives alone with her mother and younger sister, regards it as a death sentence when she is forced to represent her district in the Games. But Katniss has been close to dead before - and survival, for her, is second nature. Without really meaning to, she becomes a contender. But if she is to win, she will have to start making choices that weigh survival against humanity and life against love.<br /><br />New York Times bestselling author Suzanne Collins delivers equal parts suspense and philosophy, adventure and romance, in this searing novel set in a future with unsettling parallels to our present.",165392,5989416,2008,374,Hardcover,True,"Divergent (Divergent, #1);Harry Potter and the Sorcerer's Stone (Harry Potter, #1);Twilight (Twilight, #1);The Fault in Our Stars;The Lightning Thief (Percy Jackson and the Olympians, #1);To Kill a Mockingbird (To Kill a Mockingbird, #1);The Maze Runner (The Maze Runner, #1);The Hobbit, or There and Back Again;The Giver (The Giver, #1);City of Bones (The Mortal Instruments, #1);The Great Gatsby;Fifty Shades of Grey (Fifty Shades, #1);Angels & Demons (Robert Langdon, #1);Harry Potter and the Deathly Hallows (Harry Potter, #7);The Help;Eragon (The Inheritance Cycle, #1);A Game of Thrones (A Song of Ice and Fire, #1);The Hobbit, Part One",favorites young-adult fiction dystopian fantasy ya dystopia science-fiction books-i-own sci-fi,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1447303603l/2767052._SX50_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1447303603l/2767052._SX98_.jpg
0,2,"Harry Potter and the Order of the Phoenix (Harry Potter, #5)",0439358078,J.K. Rowling,2004,Scholastic Inc.,eng,"There is a door at the end of a silent corridor. And it’s haunting Harry Pottter’s dreams. Why else would he be waking in the middle of the night, screaming in terror?<br /><br />Harry has a lot on his mind for this, his fifth year at Hogwarts: a Defense Against the Dark Arts teacher with a personality like poisoned honey; a big surprise on the Gryffindor Quidditch team; and the looming terror of the Ordinary Wizarding Level exams. But all these things pale next to the growing threat of He-Who-Must-Not-Be-Named---a threat that neither the magical government nor the authorities at Hogwarts can stop.<br /><br />As the grasp of darkness tightens, Harry must discover the true depth and strength of his friends, the importance of boundless loyalty, and the shocking price of unbearable sacrifice.<br /><br />His fate depends on them all.",37930,2298498,2003,870,Paperback,True,"Harry Potter and the Cursed Child: Parts One and Two (Harry Potter, #8);Catching Fire (The Hunger Games, #2);Mockingjay (The Hunger Games, #3);New Moon (Twilight, #2);Eclipse (Twilight, #3);Breaking Dawn (Twilight, #4);The Two Towers (The Lord of the Rings, #2);The Return of the King (The Lord of the Rings, #3);The Hobbit, or There and Back Again;Fantastic Beasts and Where to Find Them (Hogwarts Library);The Da Vinci Code (Robert Langdon, #2);The Sea of Monsters (Percy Jackson and the Olympians, #2);The Lightning Thief (Percy Jackson and the Olympians, #1);The Fellowship of the Ring (The Lord of the Rings, #1);Insurgent (Divergent, #2);Quidditch Through the Ages (Hogwarts Library);The Last Olympian (Percy Jackson and the Olympians, #5);The Chronicles of Narnia (Chronicles of Narnia, #1-7)",fantasy favorites young-adult fiction harry-potter books-i-own owned ya series favourites,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1546910265l/2._SX50_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1546910265l/2._SX98_.jpg
0,153008,"Kushiel's Dart (Phèdre's Trilogy, #1)",0330493744,Jacqueline Carey,2003,Tor Fantasy,eng,"The land of Terre d'Ange is a place of unsurpassing beauty and grace. It is said that angels found the land and saw it was good... and the ensuing race that rose from the seed of angels and men live by one simple rule: Love as thou wilt. <br /><br />Phèdre nó Delaunay is a young woman who was born with a scarlet mote in her left eye. Sold into indentured servitude as a child, her bond is purchased by Anafiel Delaunay, a nobleman with very a special mission... and the first one to recognize who and what she is: one pricked by Kushiel's Dart, chosen to forever experience pain and pleasure as one.<br /><br />Phèdre is trained equally in the courtly arts and the talents of the bedchamber, but, above all, the ability to observe, remember, and analyze. Almost as talented a spy as she is courtesan, Phèdre stumbles upon a plot that threatens the very foundations of her homeland. Treachery sets her on her path; love and honor goad her further. And in the doing, it will take her to the edge of despair... and beyond. Hateful friend, loving enemy, beloved assassin; they can all wear the same glittering mask in this world, and Phèdre will get but one chance to save all that she holds dear. <br /><br />Set in a world of cunning poets, deadly courtiers, heroic traitors, and a truly Machiavellian villainess, this is a novel of grandeur, luxuriance, sacrifice, betrayal, and deeply laid conspiracies. Not since Dune has there been an epic on the scale of Kushiel's Dart-a massive tale about the violent death of an old age, and the birth of a new.",3929,66890,2001,1015,Paperback,True,"The Black Jewels Trilogy: Daughter of the Blood, Heir to the Shadows, Queen of the Darkness (The Black Jewels, #1-3);Daughter of the Forest  (Sevenwaters, #1);Daughter of the Blood (The Black Jewels, #1);Dreams Made Flesh (The Black Jewels, #5);Son of the Shadows (Sevenwaters, #2);Queen of the Darkness (The Black Jewels, #3);Heir to the Shadows (The Black Jewels, #2);The Bone Doll's Twin (The Tamír Triad, #1);Tangled Webs (The Black Jewels, #6);Sabriel (Abhorsen,  #1);Deerskin;Twilight's Dawn (The Black Jewels, #9);The Invisible Ring (The Black Jewels, #4);Belladonna (Ephemera, #2);The Curse of Chalion (World of the Five Gods, #1);The Oracle's Queen (The Tamír Triad, #3);BookRags Summary:  A Storm of Swords;The Shadow Queen (The Black Jewels, #7)",fantasy favorites romance fiction owned series epic-fantasy erotica dnf sci-fi-fantasy,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1328168291l/153008._SY75_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1328168291l/153008._SX98_.jpg
0,18512,"The Return of the King (The Lord of the Rings, #3)",,J.R.R. Tolkien,2003,Del Rey,eng,"Alternate cover edition <a href=""https://www.goodreads.com/book/show/13573878-the-return-of-the-king"" rel=""nofollow"">here</a>.<br /><br />The Companions of the Ring have become involved in separate adventures as the quest continues. Aragorn, revealed as the hidden heir of the ancient Kings of the West, joined with the Riders of Rohan against the forces of Isengard, and took part in the desperate victory of the Hornburg. Merry and Pippin, captured by Orcs, escaped into Fangorn Forest and there encountered the Ents. Gandalf returned, miraculously, and defeated the evil wizard, Saruman. Meanwhile, Sam and Frodo progressed towards Mordor to destroy the Ring, accompanied by SmEagol--Gollum, still obsessed by his 'precious'. After a battle with the giant spider, Shelob, Sam left his master for dead; but Frodo is still alive--in the hands of the Orcs. And all the time the armies of the Dark Lord are massing. J.R.R. Tolkien's great work of imaginative fiction has been labeled both a heroic romance and a classic fantasy fiction. By turns comic and homely, epic and diabolic, the narrative moves through countless changes of scene and character in an imaginary world which is totally convincing in its detail.",8861,626997,1955,404,Mass Market Paperback,True,"A Clash of Kings  (A Song of Ice and Fire, #2);A Feast for Crows (A Song of Ice and Fire, #4);A Storm of Swords (A Song of Ice and Fire, #3);Harry Potter and the Prisoner of Azkaban (Harry Potter, #3);Harry Potter and the Goblet of Fire (Harry Potter, #4);Harry Potter and the Chamber of Secrets (Harry Potter, #2);A Dance with Dragons (A Song of Ice and Fire, #5);Harry Potter and the Half-Blood Prince (Harry Potter, #6);Harry Potter and the Order of the Phoenix (Harry Potter, #5);Eldest (The Inheritance Cycle, #2);Harry Potter and the Deathly Hallows (Harry Potter, #7);The Chronicles of Narnia (Chronicles of Narnia, #1-7);The Two Towers (The Lord of the Rings, #2);Prince Caspian (Chronicles of Narnia, #2);The Lion, the Witch and the Wardrobe (Chronicles of Narnia, #1);Eragon (The Inheritance Cycle, #1);Brisingr (The Inheritance Cycle, #3);A Game of Thrones (A Song of Ice and Fire, #1)",fantasy favorites fiction classics owned books-i-own tolkien adventure series classic,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1520258755l/18512._SY75_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1520258755l/18512._SY160_.jpg
0,136251,"Harry Potter and the Deathly Hallows (Harry Potter, #7)",0545010225,J.K. Rowling,2007,Arthur A. Levine Books / Scholastic Inc.,eng,"Harry Potter is leaving Privet Drive for the last time. But as he climbs into the sidecar of Hagrid’s motorbike and they take to the skies, he knows Lord Voldemort and the Death Eaters will not be far behind.<br /><br />The protective charm that has kept him safe until now is broken. But the Dark Lord is breathing fear into everything he loves. And he knows he can’t keep hiding.<br /><br />To stop Voldemort, Harry knows he must find the remaining Horcruxes and destroy them.<br /><br />He will have to face his enemy in one final battle.<br />--jkrowling.com",61091,2604079,2007,759,Hardcover,True,"The Goose Girl (The Books of Bayern, #1);Watership Down (Watership Down, #1);The Hobbit, Part One;A Wrinkle in Time (Time Quintet, #1);Lord of the Flies;The Battle of the Labyrinth (Percy Jackson and the Olympians, #4);Beauty: A Retelling of the Story of Beauty and the Beast;Harry Potter and the Cursed Child: Parts One and Two (Harry Potter, #8);Abhorsen (Abhorsen, #3);Changes (The Dresden Files, #12);Crown Duel (Crown & Court #1-2);The Thief Lord;Twilight: The Complete Illustrated Movie Companion;The Hunger Games (The Hunger Games, #1);Through the Looking-Glass and What Alice Found There (Alice's Adventures in Wonderland, #2);Twilight (Twilight, #1);The Lightning Thief (Percy Jackson and the Olympians, #1);His Dark Materials (His Dark Materials #1-3)",favorites fantasy young-adult fiction harry-potter books-i-own owned ya favourites series,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1474171184l/136251._SY75_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1474171184l/136251._SX98_.jpg
0,24154742,"Eleventh Grave in Moonlight (Charley Davidson, #11)",1250078210,Darynda Jones,2017,St. Martin's Press,eng,"A typical day in the life of Charley Davidson involves cheating husbands, missing people, errant wives, philandering business owners, and oh yeah...demons, hell hounds, evil gods, and dead people. Lots and lots of dead people. As a part time Private Investigator and full-time Grim Reaper, Charley has to balance the good, the bad, the undead, and those who want her dead. In this eleventh installment, Charley is learning to make peace with the fact that she is a goddess with all kinds of power and that her own daughter has been born to save the world from total destruction. But the forces of hell are determined to see Charley banished forever to the darkest corners of another dimension. With the son of Satan himself as her husband and world-rocking lover, maybe Charley can find a way to have her happily ever after after all.",1378,12516,2017,310,Hardcover,True,"Storm Cursed (Mercy Thompson, #11);Grave Dance (Alex Craft, #2);Grave Ransom (Alex Craft, #5);Silence Fallen (Mercy Thompson, #10);Grave Visions (Alex Craft, #4);Grave Memory (Alex Craft, #3);River Marked (Mercy Thompson, #6);Frost Burned (Mercy Thompson, #7);Biting Cold (Chicagoland Vampires, #6);Grave Destiny (Alex Craft, #6);Hard Bitten (Chicagoland Vampires, #4);Magic Rises (Kate Daniels, #6);Drink Deep (Chicagoland Vampires, #5);Magic Triumphs (Kate Daniels, #10);Blade Bound (Chicagoland Vampires, #13);Biting Bad (Chicagoland Vampires, #8);Bone Crossed (Mercy Thompson, #4);House Rules (Chicagoland Vampires, #7)",paranormal urban-fantasy fantasy romance favorites paranormal-romance series mystery darynda-jones audiobook,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1483174337l/24154742._SY75_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1483174337l/24154742._SX98_.jpg
0,238137,"Purity in Death (In Death, #15)",0749934417,J.D. Robb,2005,Piatkus Books,eng,"Louie Cogburn had spent three days holed up in his apartment, staring at his computer screen. His pounding headache was unbearable - it felt like spikes drilling into his brain. And it was getting worse. Finally, when someone knocked at his door, Louie picked up a baseball bat, opened up the door, and started swinging....<br /><br />The first cop on the scene fired his stunner twice. Louie died instantly. Detective Eve Dallas has taken over the investigation, but there's nothing to explain the man's sudden rage or death. The only clue is a bizarre message left on his computer screen: <i>ABSOLUTE PURITY ACHIEVED</i><br />And when a second man dies under near-identical circumstances, Eve starts racking her brain for answers and the courage to face the impossible...that this might be a computer virus able to spread from machine to man....",737,23659,2002,355,Paperback,True,"Hot Rocks;Concealed in Death: by J. D. Robb -- Review;Under Currents;The Rise of Magicks (Chronicles of The One, #3);Het vergeten meisje (Liese Meerhout, #16);Of Blood and Bone (Chronicles of The One, #2);Een tragisch verhaal (Thomas Berg, #13);Special Edition (Mixologists and Pirates Books 1 - 3);Cordina's Royal Family (Cordina #1-3);Shelter in Place;Dance to the Piper (The O'Hurleys, #2);Birthright;Rahel Tanrı'yla Hesaplaşıyor;Le Violon d'Hitler;Welsh Herbal Medicine;Santa’s Little Library;Angel Eyes;Without a Trace (The O'Hurleys, #4)",mystery romance j-d-robb jd-robb in-death in-death-series crime fiction romantic-suspense futuristic,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1305124004l/238137._SY75_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1305124004l/238137._SX98_.jpg
0,6,"Harry Potter and the Goblet of Fire (Harry Potter, #4)",,J.K. Rowling,2002,Scholastic,eng,"Harry Potter is midway through his training as a wizard and his coming of age. Harry wants to get away from the pernicious Dursleys and go to the International Quidditch Cup. He wants to find out about the mysterious event that's supposed to take place at Hogwarts this year, an event involving two other rival schools of magic, and a competition that hasn't happened for a hundred years. He wants to be a normal, fourteen-year-old wizard. But unfortunately for Harry Potter, he's not normal - even by wizarding standards. And in his case, different can be deadly. --back cover",41485,2359192,2000,734,Paperback,True,"Harry Potter and the Cursed Child: Parts One and Two (Harry Potter, #8);Catching Fire (The Hunger Games, #2);Mockingjay (The Hunger Games, #3);The Two Towers (The Lord of the Rings, #2);New Moon (Twilight, #2);The Hobbit, or There and Back Again;The Return of the King (The Lord of the Rings, #3);Breaking Dawn (Twilight, #4);Eclipse (Twilight, #3);The Da Vinci Code (Robert Langdon, #2);Fantastic Beasts and Where to Find Them (Hogwarts Library);The Sea of Monsters (Percy Jackson and the Olympians, #2);The Lightning Thief (Percy Jackson and the Olympians, #1);Insurgent (Divergent, #2);The Last Olympian (Percy Jackson and the Olympians, #5);The Lord of the Rings (The Lord of the Rings, #1-3);The Hunger Games (The Hunger Games, #1);Quidditch Through the Ages (Hogwarts Library)",fantasy favorites young-adult fiction harry-potter books-i-own owned ya series favourites,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1554006152l/6._SX50_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1554006152l/6._SX98_.jpg
0,11,"The Hitchhiker's Guide to the Galaxy (Hitchhiker's Guide to the Galaxy, #1)",,Douglas Adams,2005,Del Rey Books,eng,"Seconds before the Earth is demolished to make way for a galactic freeway, Arthur Dent is plucked off the planet by his friend Ford Prefect, a researcher for the revised edition of <i>The Hitchhiker's Guide to the Galaxy</i> who, for the last fifteen years, has been posing as an out-of-work actor.<br /><br />Together this dynamic pair begin a journey through space aided by quotes from <i>The Hitchhiker's Guide</i> (""A towel is about the most massively useful thing an interstellar hitchhiker can have"") and a galaxy-full of fellow travelers: Zaphod Beeblebrox—the two-headed, three-armed ex-hippie and totally out-to-lunch president of the galaxy; Trillian, Zaphod's girlfriend (formally Tricia McMillan), whom Arthur tried to pick up at a cocktail party once upon a time zone; Marvin, a paranoid, brilliant, and chronically depressed robot; Veet Voojagig, a former graduate student who is obsessed with the disappearance of all the ballpoint pens he bought over the years.",27321,1317336,1979,216,Mass Market Paperback,True,"Ender's Game (Ender's Saga, #1);Dune (Dune, #1);The Hobbit, or There and Back Again;1984;Foundation (Foundation, #1);The Martian;A Game of Thrones (A Song of Ice and Fire, #1);The Fellowship of the Ring (The Lord of the Rings, #1);Harry Potter and the Sorcerer's Stone (Harry Potter, #1);Fahrenheit 451;Brave New World;2001: A Space Odyssey (Space Odyssey, #1);Lord of the Flies;Me Talk Pretty One Day;Angels & Demons (Robert Langdon, #1);To Kill a Mockingbird (To Kill a Mockingbird, #1);Good Omens: The Nice and Accurate Prophecies of Agnes Nutter, Witch;Earth Unaware (The First Formic War, #1)",science-fiction sci-fi favorites fiction humor fantasy classics scifi owned comedy,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1531891848l/11._SY75_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1531891848l/11._SY160_.jpg
0,21607,Camouflage,0441012523,Joe Haldeman,2005,Ace,eng,"Two aliens have wandered Earth for centuries. The Changeling has survived by adapting the forms of many different organisms. The Chameleon destroys anything or anyone that threatens it.<br /><br />Now, a sunken relic that holds the key to their origins calls to them to take them home—but the Chameleon has decided there's only room for one.",323,5558,2004,289,Mass Market Paperback,False,"Timescape;Slow River;Seeker (Alex Benedict #3);The Terminal Experiment;Moving Mars (Queen of Angels, #3);Man Plus (Man Plus #1);Dreamsnake;No Enemy But Time;The Einstein Intersection;The Fountains of Paradise;Darwin's Radio (Darwin's Radio #1);The Wild Shore (Three Californias Triptych, #1);Reset;The Speed of Dark;Dead Moon (Threshold, #3);And Shall Machines Surrender;Among Others;Frozen Pandemic: Apocalypse",science-fiction sci-fi fiction scifi nebula sf owned nebula-winners nebula-award nebula-award-winners,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
