,Id,Title,ISBN,Author,publication_year,publisher,language_code,description,reviews_count,ratings_count,original_publication_year,num_pages,format,series_work,similar_books,shelves,SmallImgURL,ImgURL
0,9339970,"Bargains and Betrayals (13 to Life, #3)",0312609167,Shannon Delany,2011,St. Martin's Griffin,en-US,"Locked away at Pecan Place, Jessie finds her situation to be even more dangerous than she feared. While she struggles to maintain her sanity and discover answers about the group that seems less and less like any legitimate government agency, Pietr fights to keep their relationship alive. But very aware that his mother’s time is running out, Pietr makes a deal he doesn’t dare tell Jessie about. Because the deal Pietr’s made could mean the death of far more than his tenuous relationship with the girl he loves.",190,3415,2011,303,Paperback,True,"Whispers at Moonrise (Shadow Falls, #4);Chosen at Nightfall (Shadow Falls, #5);Awake at Dawn (Shadow Falls, #2);Dreaming Awake (Falling Under, #2);Taken at Dusk (Shadow Falls, #3);The Hidden (The Hollow, #3);Halo (Halo, #1);Born at Midnight (Shadow Falls, #1);Dreamless (Starcrossed, #2);Spell Bound (Hex Hall, #3);Fated (Soul Seekers, #1);The Sight (The Sight, #1);Once in a Full Moon (Full Moon, #1);Mystic (Soul Seekers, #3);Horizon (The Soul Seekers, #4);Echo (Soul Seekers, #2);Queen of the Dead (The Ghost and the Goth, #2);Demonglass (Hex Hall, #2)",young-adult werewolves paranormal favorites 13-to-life fantasy ya books-i-own series romance,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1298847303l/9339970._SX50_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1298847303l/9339970._SX98_.jpg
