Id,Title,ISBN,Author,Rating,AddDate,ReadDate,ReadYear,ReadWeekday,Format
41076450,Captivate Deluxe: The Science of Succeeding with People,,Vanessa Van Edwards,5,12/03/18,12/03/19,2019,Tue,Hardcover
31823677,"Tools of Titans: The Tactics, Routines, and Habits of Billionaires, Icons, and World-Class Performers",,Timothy Ferriss,5,01/28/17,06/18/17,2017,Sun,Hardcover
673583,One Great Insight Is Worth a Thousand Good Ideas: An Advertising Hall-of-Famer Reveals the Most Powerful Secret in Business,1591841429,Phil Dusenberry,5,02/06/16,02/29/16,2016,Mon,Hardcover
30971649,The Fuzzy and the Techie: Why the Liberal Arts Will Rule the Digital World,0544944771,Scott  Hartley,5,03/01/18,03/01/18,2018,Thu,Hardcover
30334134,The Undoing Project: A Friendship That Changed Our Minds,0393254593,Michael   Lewis,5,01/14/17,01/28/17,2017,Sat,Hardcover
41184160,12 Rules for Life: An Antidote to Chaos,073527679X,Jordan B. Peterson,5,08/16/18,09/17/18,2018,Mon,Paperback
29752912,Nutshell,1911214330,Ian McEwan,5,11/02/16,11/02/16,2016,Wed,Hardcover
183017,Deadline in Athens,0802142079,Petros Markaris,5,11/03/18,11/03/18,2018,Sat,Paperback
29238799,Pre-Suasion: A Revolutionary Way to Influence and Persuade,1501109790,Robert B. Cialdini,5,10/24/16,10/27/16,2016,Thu,Hardcover
29338161,How Great Science Fiction Works,,Gary K. Wolfe,5,12/16/19,12/16/19,2019,Mon,Audible Audio
29513878,Inner Engineering: A Yogi's Guide to Joy,,Sadhguru,5,11/24/17,11/24/17,2017,Fri,Hardcover
807911,Poetry as Insurgent Art,0811217191,Lawrence Ferlinghetti,5,06/01/19,06/01/19,2019,Sat,Hardcover
28257707,The Subtle Art of Not Giving a F*ck: A Counterintuitive Approach to Living a Good Life,,Mark Manson,5,08/18/17,08/19/17,2017,Sat,ebook
30267604,Ghachar Ghochar,014311168X,Vivek Shanbhag,5,12/16/19,01/06/20,2020,Mon,Paperback
27390443,The Golden Tap: The Inside Story of Hyper-Funded Indian Startups,9351941523,Kashyap Deorah,5,06/27/17,11/24/17,2017,Fri,Hardcover
26883528,Hot Milk,1620406691,Deborah Levy,5,02/27/17,02/27/17,2017,Mon,Hardcover
26483782,"Fire Up Your Writing Brain: How to Use Proven Neuroscience to Become a More Creative, Productive, and Successful Writer",1599639149,Susan  Reynolds,5,12/16/19,12/16/19,2019,Mon,Paperback
26153264,The Topper Prepares: True Stories of Those Who Cracked the JEE,,Soum Paul,5,02/03/17,02/03/17,2017,Fri,Hardcover
18423,The Left Hand of Darkness (Hainish Cycle #4),,Ursula K. Le Guin,5,01/18/19,01/06/20,2020,Mon,Paperback
27276280,The Trouble with Goats and Sheep,1501121898,Joanna  Cannon,5,11/20/17,11/23/17,2017,Thu,Hardcover
14891,A Tree Grows in Brooklyn,0061120073,Betty  Smith,5,03/01/18,03/01/18,2018,Thu,Paperback
12543,Bird by Bird: Some Instructions on Writing and Life,0385480016,Anne Lamott,5,12/16/19,12/16/19,2019,Mon,Paperback
7865083,Liar's Poker,039333869X,Michael   Lewis,5,02/09/17,02/09/17,2017,Thu,Paperback
25897871,TED Talks: The Official TED Guide to Public Speaking,0544634497,Chris J. Anderson,5,01/12/17,01/01/17,2017,Sun,Hardcover
33517721,The Culture Code: The Secrets of Highly Successful Groups,0804176981,Daniel Coyle,5,02/11/18,03/04/18,2018,Sun,Hardcover
29430012,A Gentleman in Moscow,0670026190,Amor Towles,5,03/31/18,01/18/19,2019,Fri,Hardcover
25852961,Women in Tech: Practical Advice and Inspiring Stories from Successful Women in Tech to Take Your Career to the Next Level,1632170663,Tarah Wheeler,5,11/24/17,01/10/18,2018,Wed,Hardcover
25666050,Algorithms to Live By: The Computer Science of Human Decisions,1627790365,Brian Christian,5,01/18/19,01/06/20,2020,Mon,Hardcover
97401,Natasha's Dance: A Cultural History of Russia,0312421958,Orlando Figes,5,03/01/18,04/04/19,2019,Thu,Paperback
40189,A Year in Provence,0679731148,Peter Mayle,5,03/01/18,03/01/18,2018,Thu,Paperback
3805,The Corrections,1841156736,Jonathan Franzen,5,12/16/19,01/16/20,2020,Thu,Paperback
31122,I Capture the Castle,0312181108,Dodie Smith,5,12/26/19,12/26/19,2019,Thu,Hardcover
25614228,"Unfinished Business: Women, Men, Work, Family",0345812891,Anne-Marie Slaughter,5,01/21/17,01/01/17,2017,Sun,Hardcover
24457390,Mahabharata,,Kamala Subramaniam,5,11/05/16,11/05/16,2016,Sat,Hardcover
26053275,Brief Candle in the Dark: My Life in Science,0062288431,Richard Dawkins,5,01/26/16,01/24/16,2016,Sun,Hardcover
510658,The Judge and His Hangman,0224611895,Friedrich Dürrenmatt,5,01/20/18,01/20/18,2018,Sat,Hardcover
24327286,The Test Book,9781781253,Mikael Krogerus,5,05/27/17,05/27/17,2017,Sat,Hardcover
23546676,Digital Gold: Bitcoin and the Inside Story of the Misfits and Millionaires Trying to Reinvent Money,0062362496,Nathaniel Popper,5,01/10/18,03/01/18,2018,Thu,Hardcover
23316497,Applied Minds: How Engineers Think,039323987X,Guru Madhavan,5,09/02/15,09/02/15,2015,Wed,Hardcover
1208132,A Scream Goes Through the House: What Literature Teaches Us About Life,0812972430,Arnold Weinstein,5,06/02/19,06/02/19,2019,Sun,Paperback
26530355,Misbehaving: The Making of Behavioral Economics,039335279X,Richard H. Thaler,5,01/05/18,03/01/18,2018,Thu,Paperback
23168277,The Sympathizer,0802123457,Viet Thanh Nguyen,5,06/17/19,01/06/20,2020,Mon,Hardcover
22822858,A Little Life,0385539258,Hanya Yanagihara,5,03/03/18,03/05/19,2019,Tue,Hardcover
22252237,The Best Business Writing 2014,0231170157,Dean Starkman,5,01/26/16,03/20/16,2016,Sun,Paperback
1,"Harry Potter and the Half-Blood Prince (Harry Potter, #6)",0439785960,J.K. Rowling,5,02/16/19,02/16/19,2019,Sat,Paperback
24275197,Being Mortal: Medicine and What Matters in the End,0670086061,Atul Gawande,5,08/23/15,03/08/16,2016,Tue,Hardcover
1279686,"Genghis: Birth of an Empire (Conqueror, #1)",0440243904,Conn Iggulden,5,12/16/19,12/16/19,2019,Mon,Mass Market Paperback
18693655,A Mind for Numbers: How to Excel at Math and Science,039916524X,Barbara Oakley,5,01/19/15,01/19/15,2015,Mon,Paperback
1330324,"Sea of Poppies (Ibis Trilogy, #1)",071956896X,Amitav Ghosh,5,07/15/10,07/15/10,2010,Thu,Paperback
77566,Hyperion (Hyperion Cantos #1),0553283685,Dan Simmons,5,01/10/18,01/10/18,2018,Wed,Mass Market Paperback
18295863,Letter Composed During a Lull in the Fighting,0316401080,Kevin Powers,5,01/06/20,01/06/20,2020,Mon,Hardcover
1528410,Night Train to Lisbon,0802118585,Pascal Mercier,5,03/21/17,04/16/17,2017,Sun,Hardcover
27533,Banker to the Poor: Micro-Lending and the Battle Against World Poverty,1586481983,Muhammad Yunus,5,07/02/17,07/02/17,2017,Sun,Paperback
14391,The Call of Stories: Teaching and the Moral Imagination,0395528151,Robert Coles,5,12/16/19,12/16/19,2019,Mon,Paperback
18250823,Don't Buy This Book Now!,,John R. Perry,5,07/25/16,07/26/16,2016,Tue,Hardcover
20518872,The Three-Body Problem (Remembrance of Earth’s Past #1),0765377063,Liu Cixin,5,01/01/18,03/01/18,2018,Thu,Hardcover
231804,The Outsiders,,S.E. Hinton,5,06/17/19,12/16/19,2019,Mon,Mass Market Paperback
17272051,The Letters of a Post-Impressionist,1406805173,Vincent van Gogh,5,01/23/20,01/23/20,2020,Thu,Paperback
280513,The Drowning Pool (Lew Archer #2),0679768068,Ross Macdonald,5,04/30/19,04/30/19,2019,Tue,Paperback
17262540,"William Shakespeare's Star Wars: Verily, A New Hope (William Shakespeare's Star Wars, #4)",1594746370,Ian Doescher,5,05/09/16,12/16/19,2019,Mon,Hardcover
31374,"A Great Deliverance (Inspector Lynley, #1)",0553278029,Elizabeth  George,5,07/03/18,07/03/18,2018,Tue,Mass Market Paperback
16277419,The Little Black Book of Writers' Wisdom,1620875276,Steven D. Price,5,02/07/17,02/07/17,2017,Tue,Hardcover
567610,How to Read a Book: The Classic Guide to Intelligent Reading,,Mortimer J. Adler,5,05/21/19,05/22/19,2019,Wed,Paperback
17399468,"Big Data: A Revolution That Will Transform How We Live, Work and Think",1848547900,Viktor Mayer-Schönberger,5,08/23/13,11/20/13,2013,Wed,Hardcover
14760312,Cobalt Blue,8174865381,Sachin Kundalkar,5,12/16/19,01/06/20,2020,Mon,Hardcover
11376,Main Street,0375753141,Sinclair Lewis,5,08/03/15,08/03/15,2015,Mon,Paperback
17728,The House of Mirth,1844082938,Edith Wharton,5,02/15/19,02/15/19,2019,Fri,Paperback
2429135,"The Girl with the Dragon Tattoo (Millennium, #1)",,Stieg Larsson,5,07/15/10,07/15/10,2010,Thu,Hardcover
2521466,My Story,0865781990,Kamala Suraiyya Das,5,12/16/19,12/29/19,2019,Sun,Paperback
13036196,"Thinking, Fast and Slow",1846146062,Daniel Kahneman,5,08/24/13,12/02/16,2016,Fri,Paperback
16286,The Magus,0316296198,John Fowles,5,12/03/18,12/03/18,2018,Mon,Paperback
1898,Into Thin Air: A Personal Account of the Mount Everest Disaster,0385494785,Jon Krakauer,5,03/28/10,05/01/09,2009,Fri,Paperback
1829763,Yajnaseni: The Story of Draupadi,8171673236,Pratibha Ray,5,10/26/16,10/26/16,2016,Wed,Paperback
11394010,"Conqueror Series Collection: Wolf of the Plains, Lords of the Bow, Bones of the Hills",1780480210,Conn Iggulden,5,09/04/19,12/29/19,2019,Sun,Paperback
49628,Cloud Atlas,0375507256,David Mitchell,5,06/15/10,07/15/10,2010,Thu,Paperback
11256979,The Magic of Reality: How We Know What's Really True,1439192812,Richard Dawkins,5,08/20/18,08/20/18,2018,Mon,Hardcover
9792232,The Sly Company of People Who Care,0374265852,Rahul Bhattacharya,5,05/30/17,03/15/19,2019,Fri,Hardcover
526170,The Complete Yes Minister,0563206659,Jonathan Lynn,5,02/08/17,02/08/17,2017,Wed,Paperback
23423,The Consolations of Philosophy,0140276610,Alain de Botton,5,01/26/16,01/01/16,2016,Fri,Paperback
97875,"44 Scotland Street (44 Scotland Street, #1)",1400079446,Alexander McCall Smith,5,01/25/16,01/25/16,2016,Mon,Paperback
9353846,Branding India: An Incredible Story,8172238096,Amitabh Kant,5,08/06/17,08/06/17,2017,Sun,Paperback
8686068,"The Devotion of Suspect X (Detective Galileo, #1)",0312375069,Keigo Higashino,5,01/02/18,01/02/18,2018,Tue,Hardcover
7147721,My Name is Red,,Orhan Pamuk,5,07/15/10,07/15/10,2010,Thu,ebook
17669040,The Lady of Sorrows (The Greek Detective #4),0316217840,Anne Zouroudi,5,11/03/18,12/03/18,2018,Mon,Hardcover
7332753,Hitch 22: A Memoir,0446540331,Christopher Hitchens,5,10/12/19,12/09/19,2019,Mon,Hardcover
615570,The Artist's Way,1585421464,Julia Cameron,5,12/16/19,12/16/19,2019,Mon,Paperback
2205193,Teaching the Moral Leader: A Literature-Based Leadership Course: A Guide for Instructors,0415400651,Sandra Sucher,5,12/16/19,12/16/19,2019,Mon,Paperback
7315573,"Fall of Giants (The Century Trilogy, #1)",0525951652,Ken Follett,5,08/20/18,08/20/18,2018,Mon,Hardcover
7260188,"Mockingjay (The Hunger Games, #3)",0439023513,Suzanne Collins,5,09/07/10,09/07/10,2010,Tue,Hardcover
7141642,The Thousand Autumns of Jacob de Zoet,1400065453,David Mitchell,5,09/07/10,09/07/10,2010,Tue,Hardcover
375802,"Ender's Game (Ender's Saga, #1)",0812550706,Orson Scott Card,5,08/20/18,08/20/18,2018,Mon,Audiobook
151350,Wolves Eat Dogs,0671775952,Martin Cruz Smith,5,07/03/18,07/03/18,2018,Tue,Paperback
6961552,After Kurukshetra,8170462908,Devi Mahasweta,5,12/29/19,12/29/19,2019,Sun,Hardcover
4631,A Moveable Feast,0099285045,Ernest Hemingway,5,08/12/19,12/29/19,2019,Sun,Paperback
6687247,Too Big to Fail: The Inside Story of How Wall Street and Washington Fought to Save the Financial System from Crisis — and Themselves,0670021253,Andrew Ross Sorkin,5,07/15/10,07/15/10,2010,Thu,Hardcover
19176334,The Man In The Wooden Hat (Old Filth Book 2),,Jane Gardam,5,06/26/18,06/26/18,2018,Tue,Hardcover
155,Anna Karenina,1593080271,Leo Tolstoy,5,07/15/10,07/15/10,2010,Thu,Paperback
13538873,"Mr. Penumbra's 24-Hour Bookstore (Mr. Penumbra's 24-Hour Bookstore, #1)",0374214913,Robin Sloan,5,06/15/17,05/15/18,2018,Tue,Hardcover
6506732,A Truth Universally Acknowledged: 33 Great Writers on Why We Read Jane Austen,1400068053,Susannah Carson,5,12/24/14,01/19/15,2015,Mon,Hardcover
6480781,Open,0307268195,Andre Agassi,5,11/04/16,11/04/16,2016,Fri,Hardcover
6993937,"Born to Run: A Hidden Tribe, Superathletes, and the Greatest Race the World Has Never Seen",0307271919,Christopher McDougall,5,06/09/10,07/01/10,2010,Thu,ebook
15881,"Harry Potter and the Chamber of Secrets (Harry Potter, #2)",0439064864,J.K. Rowling,5,02/16/19,02/16/19,2019,Sat,Hardcover
5461605,Fire of Bengal,9840511874,Rózsa Hajnóczy,5,10/12/19,12/29/19,2019,Sun,Hardcover
4243418,Himalayan Circuit: The Story of a Journey in the Inner Himalayas,0195624181,G. D. Khosla,5,12/14/16,12/14/16,2016,Wed,Paperback
1618,The Curious Incident of the Dog in the Night-Time,1400032717,Mark Haddon,5,07/15/10,07/15/10,2010,Thu,Paperback
27220736,Shoe Dog: A Memoir by the Creator of NIKE,1501135910,Phil Knight,5,05/14/16,07/12/16,2016,Tue,Hardcover
2767052,"The Hunger Games (The Hunger Games, #1)",0439023483,Suzanne Collins,5,09/07/10,09/07/10,2010,Tue,Hardcover
1632833,"Genghis: Lords of the Bow (Conqueror, #2)",0385339526,Conn Iggulden,5,12/16/19,12/16/19,2019,Mon,Hardcover
3840329,The Zoya Factor,8172237480,Anuja Chauhan,5,03/08/17,03/08/17,2017,Wed,Paperback
32075854,Magpie Murders,0062645226,Anthony Horowitz,5,03/01/18,03/01/18,2018,Thu,Hardcover
3533622,Memory's Gay Chariot: An Autobiographical Narrative,8170230284,G.D. Khosla,5,12/14/16,12/15/16,2016,Thu,Hardcover
76758,"Eight Million Ways to Die (Matthew Scudder, #5)",0380715732,Lawrence Block,5,07/11/16,07/11/16,2016,Mon,Paperback
13023,Alice in Wonderland,0517223627,Lewis Carroll,5,05/09/16,12/16/19,2019,Mon,Hardcover
17690,The Trial,0099428644,Franz Kafka,5,12/16/19,12/16/19,2019,Mon,Paperback
7309286,"Ender in Exile (Ender's Saga, #6)",1429955708,Orson Scott Card,5,07/15/10,07/15/10,2010,Thu,ebook
11713,The English Patient,0771068719,Michael Ondaatje,5,07/15/10,07/15/10,2010,Thu,Hardcover
6,"Harry Potter and the Goblet of Fire (Harry Potter, #4)",,J.K. Rowling,5,02/16/19,02/16/19,2019,Sat,Paperback
33600,Shantaram,192076920X,Gregory David Roberts,5,07/15/10,07/15/10,2010,Thu,Hardcover
2318271,The Last Lecture,1401323251,Randy Pausch,5,12/24/14,12/26/14,2014,Fri,Hardcover
6288,The Road,0307265439,Cormac McCarthy,5,12/02/17,01/21/18,2018,Sun,Hardcover
4306637,What They Teach You At Harvard Business School: My Two Years Inside The Cauldron Of Capitalism,0670917761,Philip Delves Broughton,5,09/07/10,02/24/13,2013,Sun,Paperback
9712,Love in the Time of Cholera,140003468X,Gabriel García Márquez,5,07/15/10,07/15/10,2010,Thu,Paperback
33590210,An American Marriage,1616201347,Tayari Jones,4,03/05/19,12/16/19,2019,Mon,Hardcover
3276637,"Bones of the Hills (Conqueror, #3)",0007201788,Conn Iggulden,4,12/16/19,12/16/19,2019,Mon,Hardcover
2179336,The Secret Sharer,1599869004,Joseph Conrad,4,12/16/19,12/16/19,2019,Mon,Paperback
898885,Loving Frank,0345494997,Nancy Horan,4,07/01/10,07/06/10,2010,Tue,Hardcover
1736739,"Olive Kitteridge (Olive Kitteridge, #1)",140006208X,Elizabeth Strout,4,08/22/18,08/22/18,2018,Wed,Hardcover
41940285,"User Friendly: How the Hidden Rules of Design Are Changing the Way We Live, Work, and Play",0374279756,Cliff Kuang,4,12/16/19,01/06/20,2020,Mon,Hardcover
43923951,Such a Fun Age,052554190X,Kiley Reid,4,01/24/20,01/24/20,2020,Fri,Hardcover
40830322,India Moving: A History of Migration,0670089834,Chinmay Tumbe,4,01/18/19,12/16/19,2019,Mon,Hardcover
14866,Nineteen Minutes,0743496728,Jodi Picoult,4,07/15/10,07/15/10,2010,Thu,Hardcover
7144,Crime and Punishment,0143058142,Fyodor Dostoyevsky,4,07/15/10,07/15/10,2010,Thu,Paperback
240976,The Book of Laughter and Forgetting,0060932147,Milan Kundera,4,12/26/19,12/26/19,2019,Thu,Paperback
40121378,Atomic Habits: An Easy & Proven Way to Build Good Habits & Break Bad Ones,,James Clear,4,12/03/18,12/03/18,2018,Mon,Hardcover
38453346,The Inspector Barlach Mysteries: The Judge and His Hangman and Suspicion,,Friedrich Dürrenmatt,4,03/01/18,04/07/18,2018,Sat,Hardcover
39699779,"The Suspect (Kate Waters, #3)",,Fiona Barton,4,12/16/19,12/16/19,2019,Mon,Hardcover
39078364,Chup: Breaking the Silence About India's Women,9386228602,Deepa Narayan,4,12/16/19,12/16/19,2019,Mon,Hardcover
162923,"A Ticket to the Boneyard (Matthew Scudder, #8)",0752837478,Lawrence Block,4,07/11/16,07/11/16,2016,Mon,Paperback
162938,"A Walk Among the Tombstones (Matthew Scudder, #10)",0752837486,Lawrence Block,4,07/11/16,07/11/16,2016,Mon,Paperback
77699,Dinner at the Homesick Restaurant,0449911594,Anne Tyler,4,07/15/10,07/15/10,2010,Thu,Paperback
52415,"The Fifth Woman (Kurt Wallander, #6)",1400031540,Henning Mankell,4,07/15/10,07/15/10,2010,Thu,Paperback
37822513,Dreamers: How Young Indians Are Changing Their World,0670087572,Snigdha Poonam,4,01/18/19,01/18/19,2019,Fri,Hardcover
154924,No Shortcuts to the Top: Climbing the World's 14 Highest Peaks,0767924703,Ed Viesturs,4,11/03/18,11/03/18,2018,Sat,Hardcover
36809135,Where the Crawdads Sing,0735219117,Delia Owens,4,01/27/20,01/27/20,2020,Mon,ebook
6148028,"Catching Fire (The Hunger Games, #2)",0439023491,Suzanne Collins,4,09/07/10,09/07/10,2010,Tue,Hardcover
4929,Kafka on the Shore,1400079276,Haruki Murakami,4,07/15/10,07/15/10,2010,Thu,Paperback
36739320,Because Internet: Understanding the New Rules of Language,0735210934,Gretchen McCulloch,4,01/23/20,01/23/20,2020,Thu,Hardcover
36373594,Merchants of Truth: The Business of Facts and The Future of News,1501123203,Jill Abramson,4,03/28/19,12/29/19,2019,Sun,Hardcover
249203,Classics for Pleasure,0151012512,Michael Dirda,4,12/16/19,12/16/19,2019,Mon,Hardcover
33916061,We Were Eight Years in Power: An American Tragedy,0399590560,Ta-Nehisi Coates,4,04/12/19,12/16/19,2019,Mon,Hardcover
33606119,Why I'm No Longer Talking to White People About Race,140887055X,Reni Eddo-Lodge,4,04/12/19,04/12/19,2019,Fri,Hardcover
320,One Hundred Years of Solitude,,Gabriel García Márquez,4,11/24/17,11/24/17,2017,Fri,Hardcover
32198220,"The Airbnb Story: How Three Ordinary Guys Disrupted an Industry, Made Billions . . . and Created Plenty of Controversy",0544952669,Leigh Gallagher,4,05/14/17,06/02/17,2017,Fri,Hardcover
6428887,Pirate Latitudes,0061929379,Michael Crichton,4,03/28/10,03/27/10,2010,Sat,Hardcover
32187419,Conversations with Friends,,Sally Rooney,4,03/02/19,03/02/19,2019,Sat,Kindle Edition
31941371,An Unsuitable Boy,067008753X,Karan Johar,4,02/09/17,02/10/17,2017,Fri,Hardcover
18774964,A Man Called Ove,1476738017,Fredrik Backman,4,04/02/17,04/16/19,2019,Tue,Hardcover
14948,A Writer's Diary,0156027917,Virginia Woolf,4,12/16/19,12/16/19,2019,Mon,Paperback
3034265,The Classic Touch,1556236859,John K. Clemens,4,12/16/19,12/16/19,2019,Mon,Hardcover
88815,The Reluctant Fundamentalist,0151013047,Mohsin Hamid,4,07/15/10,07/15/10,2010,Thu,Hardcover
2527900,"Nudge: Improving Decisions About Health, Wealth, and Happiness",0300122233,Richard H. Thaler,4,07/15/10,07/15/10,2010,Thu,Hardcover
30255672,Own It: The Power of Women at Work,0735207232,Sallie Krawcheck,4,08/19/17,08/19/17,2017,Sat,Audio CD
29908112,Cumulus,,Eliot Peper,4,08/16/18,08/16/18,2018,Thu,Hardcover
14082,Malgudi Days,0143039652,R.K. Narayan,4,02/16/19,02/16/19,2019,Sat,Paperback
29780253,Born a Crime: Stories From a South African Childhood,0385689225,Trevor Noah,4,06/11/17,06/17/17,2017,Sat,Hardcover
820394,The Interpretation of Murder,0755331427,Jed Rubenfeld,4,07/15/10,07/15/10,2010,Thu,Paperback
762650,The Lively Art of Writing,0451627121,Lucile Vaughan Payne,4,12/03/18,12/03/18,2018,Mon,Paperback
7027569,"Heartstone (Matthew Shardlake, #5)",0230711251,C.J. Sansom,4,12/16/19,12/16/19,2019,Mon,Paperback
28448362,Writing Without Bullshit: Boost Your Career by Saying What You Mean,0062477153,Joshua Bernoff,4,12/12/16,12/12/16,2016,Mon,Hardcover
7265113,How Remarkable Women Lead: The Breakthrough Model for Work and Life,0307461718,Joanna Barsh,4,08/19/17,08/19/17,2017,Sat,ebook
28259132,Chaos Monkeys: Obscene Fortune and Random Failure in Silicon Valley,0062458191,Antonio García Martínez,4,04/02/17,04/02/17,2017,Sun,Hardcover
30555488,The Underground Railroad,0385542364,Colson Whitehead,4,04/08/17,04/08/17,2017,Sat,Hardcover
27213079,"Winning Arguments: What Works and Doesn't Work in Politics, the Bedroom, the Courtroom, and the Classroom",0062226657,Stanley Fish,4,07/25/16,08/09/16,2016,Tue,Hardcover
96885,Happiness: A Guide to Developing Life's Most Important Skill,0316167258,Matthieu Ricard,4,08/03/15,08/03/15,2015,Mon,Paperback
26529691,In Search of Mary: The Mother of all Journeys,1846883784,Bee Rowlatt,4,02/28/17,02/28/17,2017,Tue,Paperback
7876876,Why People Fail: The 16 obstacles to success and how you can overcome them,,Siimon Reynolds,4,09/06/16,09/06/16,2016,Tue,Paperback
17460879,Why People Fail,1282253492,Siimon Reynolds,4,09/06/16,09/06/16,2016,Tue,ebook
26228034,"The Obelisk Gate (The Broken Earth, #2)",,N.K. Jemisin,4,12/16/19,12/16/19,2019,Mon,Paperback
26196073,The Greats on Leadership: Classic Wisdom for Modern Managers,1857886399,Jocelyn  Davis,4,12/16/19,12/16/19,2019,Mon,Hardcover
7983832,"Khan: Empire of Silver (Conqueror, #4)",0385339542,Conn Iggulden,4,12/16/19,12/16/19,2019,Mon,Hardcover
27845690,The Course of Love,0241145473,Alain de Botton,4,03/05/17,03/05/17,2017,Sun,Hardcover
139087,The Line of Beauty,0739464469,Alan Hollinghurst,4,07/15/10,07/15/10,2010,Thu,Paperback
